af,ip_src,ip_dest,asn_src,asn_dest,timestamp,rtt_min
4,63.218.125.154,78.47.56.73,3491,24940,1602023080,91.952426
4,204.9.93.238,78.47.56.73,16409,24940,1602023077,86.299743
4,192.0.46.157,78.47.56.73,16876,24940,1602023255,88.787217
4,192.136.136.221,78.47.56.73,10745,24940,1602023260,87.010985
4,206.196.178.150,78.47.56.73,10886,24940,1602023298,93.243219
4,63.218.125.154,78.47.56.73,3491,24940,1602023314,91.940664
4,204.9.93.238,78.47.56.73,16409,24940,1602023323,86.323492
4,192.0.46.157,78.47.56.73,16876,24940,1602023499,88.792733
4,192.136.136.221,78.47.56.73,10745,24940,1602023494,86.952211
4,206.196.178.150,78.47.56.73,10886,24940,1602023528,93.688639
4,63.218.125.154,78.47.56.73,3491,24940,1602023551,92.174294
4,204.9.93.238,78.47.56.73,16409,24940,1602023555,86.304585
4,192.0.46.157,78.47.56.73,16876,24940,1602023737,88.851967
4,192.136.136.221,78.47.56.73,10745,24940,1602023730,86.971197
4,206.196.178.150,78.47.56.73,10886,24940,1602023765,93.433994
4,63.218.125.154,78.47.56.73,3491,24940,1602023796,92.055984
4,204.9.93.238,78.47.56.73,16409,24940,1602023796,86.327182
4,192.0.46.157,78.47.56.73,16876,24940,1602023968,88.953445
4,192.136.136.221,78.47.56.73,10745,24940,1602023976,86.954041
4,206.196.178.150,78.47.56.73,10886,24940,1602024005,93.508634
4,63.218.125.154,78.47.56.73,3491,24940,1602024037,91.99509
4,204.9.93.238,78.47.56.73,16409,24940,1602024044,86.302717
4,192.0.46.157,78.47.56.73,16876,24940,1602024218,88.781102
4,192.136.136.221,78.47.56.73,10745,24940,1602024211,86.937712
4,206.196.178.150,78.47.56.73,10886,24940,1602024245,93.561276
4,63.218.125.154,78.47.56.73,3491,24940,1602024270,92.040364
4,204.9.93.238,78.47.56.73,16409,24940,1602024271,86.394299
4,192.0.46.157,78.47.56.73,16876,24940,1602024449,88.301548
4,192.136.136.221,78.47.56.73,10745,24940,1602024456,87.026434
4,206.196.178.150,78.47.56.73,10886,24940,1602024494,93.673078
4,63.218.125.154,78.47.56.73,3491,24940,1602024517,92.002675
4,204.9.93.238,78.47.56.73,16409,24940,1602024510,86.393571
4,192.0.46.157,78.47.56.73,16876,24940,1602024688,88.298597
4,192.136.136.221,78.47.56.73,10745,24940,1602024692,86.880339
4,206.196.178.150,78.47.56.73,10886,24940,1602024737,93.456658
4,63.218.125.154,78.47.56.73,3491,24940,1602024754,92.039876
4,204.9.93.238,78.47.56.73,16409,24940,1602024753,86.307258
4,192.0.46.157,78.47.56.73,16876,24940,1602024939,88.122152
4,192.136.136.221,78.47.56.73,10745,24940,1602024937,86.821175
4,206.196.178.150,78.47.56.73,10886,24940,1602024975,93.608035
4,63.218.125.154,78.47.56.73,3491,24940,1602024996,91.991246
4,204.9.93.238,78.47.56.73,16409,24940,1602024992,86.392753
4,192.0.46.157,78.47.56.73,16876,24940,1602025169,88.275104
4,192.136.136.221,78.47.56.73,10745,24940,1602025170,86.917682
4,138.88.178.100,78.47.56.73,701,24940,1602021660,92.083987
4,138.88.178.100,78.47.56.73,701,24940,1602021894,93.027859
4,138.88.178.100,78.47.56.73,701,24940,1602022132,92.20149
4,138.88.178.100,78.47.56.73,701,24940,1602022373,92.769811
4,138.88.178.100,78.47.56.73,701,24940,1602022619,92.751379
4,138.88.178.100,78.47.56.73,701,24940,1602022854,92.348178
4,138.88.178.100,78.47.56.73,701,24940,1602023105,94.050835
4,138.88.178.100,78.47.56.73,701,24940,1602023334,92.279059
